Datetime,Open,High,Low,Close,Volume
,GC=F,GC=F,GC=F,GC=F,GC=F
2025-08-19 04:00:00+00:00,3381.199951171875,3381.39990234375,3381.10009765625,3381.199951171875,0
2025-08-19 04:01:00+00:00,3381.39990234375,3381.5,3381.300048828125,3381.39990234375,9
2025-08-19 04:02:00+00:00,3381.199951171875,3381.199951171875,3380.89990234375,3381.10009765625,9
2025-08-19 04:03:00+00:00,3381.300048828125,3381.300048828125,3381.300048828125,3381.300048828125,9
2025-08-19 04:04:00+00:00,3381.5,3381.5,3380.60009765625,3380.800048828125,19
2025-08-19 04:05:00+00:00,3380.699951171875,3381.0,3380.60009765625,3380.699951171875,23
2025-08-19 04:06:00+00:00,3380.60009765625,3380.60009765625,3379.800048828125,3380.199951171875,122
2025-08-19 04:07:00+00:00,3379.800048828125,3380.199951171875,3379.5,3380.0,154
2025-08-19 04:08:00+00:00,3380.10009765625,3380.300048828125,3379.89990234375,3380.10009765625,15
2025-08-19 04:09:00+00:00,3380.199951171875,3381.0,3380.199951171875,3381.0,28
2025-08-19 04:10:00+00:00,3381.0,3381.0,3380.699951171875,3380.699951171875,14
2025-08-19 04:11:00+00:00,3380.800048828125,3381.39990234375,3380.800048828125,3380.89990234375,39
2025-08-19 04:12:00+00:00,3380.800048828125,3380.800048828125,3380.699951171875,3380.800048828125,3
2025-08-19 04:13:00+00:00,3380.800048828125,3381.0,3380.800048828125,3380.800048828125,7
2025-08-19 04:14:00+00:00,3380.89990234375,3380.89990234375,3380.60009765625,3380.60009765625,9
2025-08-19 04:15:00+00:00,3380.60009765625,3380.60009765625,3380.300048828125,3380.5,9
2025-08-19 04:16:00+00:00,3380.5,3381.0,3380.5,3380.800048828125,14
2025-08-19 04:17:00+00:00,3381.0,3381.10009765625,3380.60009765625,3380.89990234375,23
2025-08-19 04:18:00+00:00,3380.89990234375,3380.89990234375,3380.800048828125,3380.800048828125,16
2025-08-19 04:19:00+00:00,3380.699951171875,3380.800048828125,3380.60009765625,3380.800048828125,9
2025-08-19 04:20:00+00:00,3380.800048828125,3380.89990234375,3380.800048828125,3380.89990234375,18
2025-08-19 04:21:00+00:00,3380.800048828125,3381.199951171875,3380.699951171875,3380.800048828125,152
2025-08-19 04:22:00+00:00,3380.89990234375,3381.5,3380.89990234375,3381.39990234375,74
2025-08-19 04:23:00+00:00,3381.300048828125,3381.699951171875,3381.300048828125,3381.699951171875,11
2025-08-19 04:24:00+00:00,3381.5,3382.0,3381.5,3381.89990234375,44
2025-08-19 04:25:00+00:00,3382.0,3382.0,3381.5,3381.5,11
2025-08-19 04:26:00+00:00,3381.39990234375,3381.39990234375,3381.199951171875,3381.39990234375,10
2025-08-19 04:27:00+00:00,3381.199951171875,3381.199951171875,3380.199951171875,3380.39990234375,38
2025-08-19 04:28:00+00:00,3380.300048828125,3380.300048828125,3379.699951171875,3379.800048828125,38
2025-08-19 04:29:00+00:00,3379.89990234375,3380.300048828125,3379.89990234375,3380.0,31
2025-08-19 04:30:00+00:00,3380.10009765625,3380.39990234375,3380.10009765625,3380.39990234375,7
2025-08-19 04:31:00+00:00,3380.39990234375,3380.699951171875,3380.10009765625,3380.699951171875,16
2025-08-19 04:32:00+00:00,3380.699951171875,3381.10009765625,3380.39990234375,3381.0,43
2025-08-19 04:33:00+00:00,3381.199951171875,3381.5,3381.0,3381.300048828125,36
2025-08-19 04:34:00+00:00,3381.39990234375,3381.89990234375,3381.199951171875,3381.800048828125,38
2025-08-19 04:35:00+00:00,3381.699951171875,3381.699951171875,3380.60009765625,3381.300048828125,53
2025-08-19 04:36:00+00:00,3381.199951171875,3381.199951171875,3379.5,3379.89990234375,94
2025-08-19 04:37:00+00:00,3379.800048828125,3380.0,3379.39990234375,3379.5,147
2025-08-19 04:38:00+00:00,3379.5,3379.5,3378.60009765625,3379.300048828125,175
2025-08-19 04:39:00+00:00,3379.300048828125,3379.89990234375,3379.300048828125,3379.39990234375,31
2025-08-19 04:40:00+00:00,3379.300048828125,3379.300048828125,3378.39990234375,3379.10009765625,57
2025-08-19 04:41:00+00:00,3378.89990234375,3379.60009765625,3378.60009765625,3379.39990234375,47
2025-08-19 04:42:00+00:00,3379.199951171875,3379.89990234375,3379.199951171875,3379.60009765625,27
2025-08-19 04:43:00+00:00,3379.699951171875,3380.10009765625,3378.800048828125,3378.800048828125,93
2025-08-19 04:44:00+00:00,3378.800048828125,3379.300048828125,3378.699951171875,3378.89990234375,33
2025-08-19 04:45:00+00:00,3379.199951171875,3379.300048828125,3379.0,3379.199951171875,26
2025-08-19 04:46:00+00:00,3379.300048828125,3379.89990234375,3379.199951171875,3379.89990234375,49
2025-08-19 04:47:00+00:00,3379.89990234375,3379.89990234375,3379.39990234375,3379.39990234375,6
2025-08-19 04:48:00+00:00,3379.39990234375,3379.699951171875,3379.39990234375,3379.60009765625,9
2025-08-19 04:49:00+00:00,3379.5,3379.5,3379.199951171875,3379.199951171875,13
2025-08-19 04:50:00+00:00,3379.5,3379.699951171875,3379.0,3379.699951171875,16
2025-08-19 04:51:00+00:00,3379.800048828125,3380.0,3379.699951171875,3379.89990234375,13
2025-08-19 04:52:00+00:00,3379.89990234375,3380.0,3379.89990234375,3380.0,4
2025-08-19 04:53:00+00:00,3380.199951171875,3380.699951171875,3380.10009765625,3380.39990234375,17
2025-08-19 04:54:00+00:00,3380.60009765625,3381.60009765625,3380.5,3381.5,92
2025-08-19 04:55:00+00:00,3381.300048828125,3381.5,3381.0,3381.0,18
2025-08-19 04:56:00+00:00,3381.0,3381.300048828125,3381.0,3381.0,24
2025-08-19 04:57:00+00:00,3381.0,3381.5,3380.39990234375,3381.5,82
2025-08-19 04:58:00+00:00,3381.300048828125,3381.89990234375,3381.300048828125,3381.60009765625,15
2025-08-19 04:59:00+00:00,3381.800048828125,3381.89990234375,3381.60009765625,3381.60009765625,7
2025-08-19 05:00:00+00:00,3381.5,3382.199951171875,3381.5,3382.199951171875,29
2025-08-19 05:01:00+00:00,3382.0,3382.199951171875,3381.699951171875,3382.199951171875,53
