Datetime,Open,High,Low,Close,Volume
2025-08-01 15:00:00+00:00,6238.66015625,6238.83984375,6236.7099609375,6237.77978515625,8498000
2025-08-01 15:01:00+00:00,6237.93994140625,6238.06982421875,6233.9501953125,6235.25,8735000
2025-08-01 15:02:00+00:00,6235.52001953125,6239.490234375,6234.9501953125,6239.490234375,7565000
2025-08-01 15:03:00+00:00,6239.27001953125,6242.22021484375,6239.27001953125,6240.7099609375,7312000
2025-08-01 15:04:00+00:00,6240.6298828125,6241.7001953125,6238.990234375,6238.990234375,6875000
2025-08-01 15:05:00+00:00,6238.75,6242.330078125,6238.58984375,6241.2001953125,6968000
2025-08-01 15:06:00+00:00,6240.97021484375,6242.47998046875,6239.2900390625,6242.4599609375,7337000
2025-08-01 15:07:00+00:00,6242.83984375,6244.33984375,6242.68017578125,6244.27001953125,3493000
2025-08-01 15:08:00+00:00,6242.41015625,6243.0,6241.91015625,6242.18994140625,8928000
2025-08-01 15:09:00+00:00,6242.2900390625,6243.990234375,6241.3701171875,6242.08984375,5479000
2025-08-01 15:10:00+00:00,6241.93994140625,6241.93994140625,6239.259765625,6241.330078125,7170000
2025-08-01 15:11:00+00:00,6241.330078125,6247.009765625,6241.330078125,6247.009765625,8944000
2025-08-01 15:12:00+00:00,6247.0498046875,6248.080078125,6243.68017578125,6243.68017578125,8135000
2025-08-01 15:13:00+00:00,6243.60986328125,6243.75,6241.60009765625,6242.52001953125,6665000
2025-08-01 15:14:00+00:00,6242.39990234375,6242.39990234375,6240.58984375,6241.31982421875,7589000
2025-08-01 15:15:00+00:00,6241.08984375,6246.41015625,6240.22021484375,6246.31005859375,6757000
2025-08-01 15:16:00+00:00,6246.240234375,6248.08984375,6242.81005859375,6242.81005859375,9317000
2025-08-01 15:17:00+00:00,6242.490234375,6242.75,6240.64013671875,6242.0,6648000
2025-08-01 15:18:00+00:00,6241.7998046875,6241.89013671875,6239.27001953125,6240.18994140625,5996000
2025-08-01 15:19:00+00:00,6240.06982421875,6241.27001953125,6239.08984375,6241.1201171875,5707000
2025-08-01 15:20:00+00:00,6240.93017578125,6243.97021484375,6239.990234375,6241.4501953125,8612000
2025-08-01 15:21:00+00:00,6241.43994140625,6241.8701171875,6238.580078125,6238.9501953125,6304000
2025-08-01 15:22:00+00:00,6239.1298828125,6239.1298828125,6237.02001953125,6237.56005859375,5994000
